equipe,player_id,player_name,player_country_code,age,positions,matches_played,min,gls,ast,xg,xag,pk_made,pk_att,yellow_cards,red_cards,carries_prog,passes_prog,sh,sot,avg_sh_dist,fk_sh,npxg_per_sh,pass_cmp,pass_att,pass_ttl_dist,pass_cmp_s,pass_att_s,pass_cmp_m,pass_att_m,pass_cmp_l,pass_att_l,xa,pass_prog,pass_prog_ttl_dist,key_passes,pass_fthird,pass_opp_box,cross_opp_box,pass_live,pass_dead,pass_fk,through_balls,switches,crosses,pass_offside,pass_blocked,throw_ins,ck,ck_in_swinger,ck_out_swinger,ck_straight,ttl_sca,pass_live_sca,pass_dead_sca,take_on_sca,sh_sca,fld_sca,def_sca,gca,pass_live_gca,pass_dead_gca,take_on_gca,sh_gca,fld_gca,def_gca,tkl,tkl_won,tkl_def_third,tkl_mid_third,tkl_att_third,tkl_drb,tkl_drb_att,blocks,sh_blocked,int,clearances,def_error,touches,touch_def_box,touch_def_third,touch_mid_third,touch_fthird,touch_opp_box,take_on_att,take_on_suc,take_on_tkld,carries,ttl_carries_dist,ttl_carries_prog_dist,carries_fthird,carries_opp_box,carries_miscontrolled,carries_dispossessed,pass_recvd,pass_prog_rcvd,second_yellow_cards,fls_com,fls_drawn,offside,pk_won,pk_conceded,og,ball_recov,air_dual_won,air_dual_lost
Monaco,ee45fd85,Vanderson,BRA,23.0,DF,29,2064.0,1.0,3.0,2.2,3.1,0.0,0.0,6.0,1.0,57.0,102.0,21.0,8.0,17.7,0.0,0.11,1090.0,1403.0,18537.0,547.0,623.0,412.0,522.0,103.0,174.0,3.8,102.0,6599.0,23.0,76.0,29.0,12.0,1175.0,220.0,30.0,4.0,13.0,59.0,8.0,30.0,190.0,0.0,0.0,0.0,0.0,58.0,49.0,0.0,5.0,2.0,1.0,1.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,76.0,48.0,37.0,30.0,9.0,45.0,64.0,43.0,6.0,39.0,65.0,2.0,1714.0,71.0,400.0,846.0,480.0,64.0,48.0,24.0,20.0,876.0,4196.0,2211.0,31.0,13.0,38.0,14.0,976.0,151.0,1.0,28.0,23.0,1.0,0.0,0.0,0.0,153.0,22.0,25.0
Monaco,19c2ffa4,Lamine Camara,SEN,20.0,MF,29,2054.0,2.0,7.0,2.3,4.4,0.0,0.0,10.0,1.0,25.0,141.0,26.0,9.0,23.2,2.0,0.09,1224.0,1479.0,22283.0,517.0,583.0,549.0,609.0,137.0,233.0,5.0,141.0,6556.0,44.0,133.0,26.0,4.0,1332.0,142.0,52.0,5.0,11.0,118.0,5.0,20.0,3.0,87.0,39.0,39.0,0.0,82.0,43.0,30.0,0.0,4.0,2.0,3.0,13.0,7.0,5.0,0.0,1.0,0.0,0.0,66.0,41.0,22.0,34.0,10.0,26.0,48.0,30.0,4.0,31.0,32.0,1.0,1743.0,33.0,258.0,1086.0,413.0,16.0,25.0,12.0,8.0,967.0,4625.0,1914.0,29.0,3.0,41.0,23.0,1170.0,46.0,1.0,45.0,39.0,0.0,0.0,0.0,0.0,153.0,21.0,21.0
Lyon,9dbb75ca,Alexandre Lacazette,FRA,33.0,FW,30,2051.0,15.0,2.0,16.3,3.4,5.0,6.0,5.0,0.0,24.0,66.0,53.0,31.0,13.5,1.0,0.22,393.0,547.0,5201.0,250.0,314.0,93.0,134.0,19.0,35.0,4.9,66.0,1351.0,26.0,34.0,25.0,4.0,510.0,33.0,0.0,4.0,7.0,17.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,56.0,41.0,0.0,4.0,7.0,3.0,1.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,13.0,6.0,3.0,7.0,3.0,5.0,16.0,13.0,3.0,8.0,7.0,0.0,742.0,11.0,50.0,281.0,416.0,137.0,31.0,14.0,15.0,418.0,1475.0,575.0,11.0,10.0,51.0,20.0,572.0,159.0,0.0,48.0,33.0,20.0,0.0,1.0,0.0,28.0,16.0,32.0
Nantes,8f325097,Nicolas Cozza,FRA,25.0,"DF,MF",27,2051.0,1.0,0.0,1.4,1.4,0.0,0.0,3.0,1.0,25.0,64.0,17.0,6.0,17.9,0.0,0.08,608.0,782.0,9858.0,297.0,345.0,273.0,323.0,27.0,74.0,1.1,64.0,3920.0,7.0,41.0,10.0,4.0,567.0,211.0,15.0,1.0,1.0,27.0,4.0,21.0,196.0,0.0,0.0,0.0,0.0,20.0,16.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,41.0,35.0,18.0,6.0,31.0,47.0,25.0,10.0,25.0,69.0,0.0,1044.0,75.0,373.0,424.0,257.0,30.0,20.0,5.0,14.0,400.0,1920.0,921.0,10.0,1.0,30.0,6.0,463.0,56.0,0.0,14.0,12.0,2.0,1.0,0.0,0.0,62.0,15.0,16.0
Paris S,6b9960cf,Warren Zaïre-Emery,FRA,18.0,"MF,DF",29,2050.0,1.0,2.0,1.7,1.4,0.0,0.0,3.0,0.0,49.0,135.0,17.0,7.0,20.5,0.0,0.1,1557.0,1677.0,22787.0,897.0,930.0,546.0,575.0,60.0,85.0,1.4,135.0,4864.0,18.0,116.0,9.0,1.0,1605.0,70.0,17.0,2.0,18.0,9.0,2.0,22.0,50.0,0.0,0.0,0.0,0.0,52.0,47.0,1.0,1.0,3.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,51.0,26.0,17.0,21.0,13.0,23.0,45.0,35.0,6.0,23.0,20.0,2.0,1908.0,49.0,314.0,1051.0,555.0,32.0,37.0,20.0,17.0,1211.0,6383.0,3200.0,63.0,6.0,39.0,32.0,1506.0,92.0,0.0,25.0,19.0,1.0,0.0,0.0,0.0,136.0,9.0,14.0
Nantes,1e52971c,Johann Lepenant,FRA,21.0,MF,29,2048.0,2.0,1.0,1.4,0.9,0.0,0.0,3.0,0.0,25.0,89.0,20.0,5.0,17.1,0.0,0.07,582.0,725.0,8940.0,311.0,348.0,218.0,257.0,32.0,52.0,1.8,89.0,2329.0,8.0,70.0,12.0,1.0,703.0,21.0,3.0,2.0,0.0,16.0,1.0,30.0,8.0,1.0,1.0,0.0,0.0,37.0,32.0,0.0,2.0,1.0,1.0,1.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,68.0,33.0,30.0,27.0,11.0,32.0,71.0,35.0,3.0,18.0,25.0,0.0,992.0,32.0,171.0,533.0,294.0,36.0,36.0,18.0,16.0,502.0,2255.0,991.0,25.0,3.0,46.0,21.0,596.0,62.0,0.0,51.0,38.0,1.0,0.0,0.0,0.0,89.0,20.0,18.0
Angers,5e837126,Carlens Arcus,HAI,28.0,DF,28,2047.0,0.0,1.0,0.0,1.4,0.0,0.0,3.0,0.0,39.0,70.0,3.0,0.0,29.1,0.0,0.01,810.0,1020.0,13534.0,400.0,448.0,332.0,419.0,69.0,111.0,1.4,70.0,4817.0,17.0,58.0,20.0,10.0,843.0,173.0,20.0,2.0,3.0,55.0,4.0,20.0,152.0,1.0,0.0,0.0,0.0,37.0,32.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,52.0,35.0,32.0,15.0,5.0,34.0,56.0,24.0,4.0,27.0,83.0,3.0,1249.0,85.0,433.0,556.0,271.0,11.0,18.0,8.0,9.0,566.0,2635.0,1284.0,22.0,2.0,18.0,14.0,686.0,79.0,0.0,38.0,21.0,1.0,0.0,0.0,0.0,81.0,31.0,25.0
Paris S,3b029691,Vitinha,POR,24.0,MF,29,2042.0,5.0,1.0,3.4,2.6,2.0,2.0,1.0,0.0,53.0,224.0,25.0,12.0,24.2,2.0,0.07,2236.0,2403.0,39605.0,1017.0,1058.0,920.0,963.0,251.0,297.0,3.8,224.0,9228.0,27.0,257.0,37.0,3.0,2325.0,75.0,56.0,13.0,22.0,21.0,3.0,19.0,10.0,6.0,2.0,1.0,0.0,73.0,66.0,2.0,3.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,43.0,23.0,13.0,27.0,3.0,25.0,48.0,26.0,7.0,14.0,19.0,2.0,2581.0,58.0,356.0,1617.0,623.0,32.0,40.0,27.0,10.0,1756.0,8873.0,4225.0,59.0,9.0,30.0,19.0,2160.0,57.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,144.0,1.0,5.0
Lyon,b34c63a5,Rayan Cherki,FRA,20.0,"FW,MF",30,2041.0,8.0,11.0,5.0,11.1,0.0,0.0,3.0,0.0,106.0,206.0,45.0,19.0,16.8,3.0,0.11,1079.0,1375.0,17006.0,597.0,667.0,373.0,453.0,80.0,165.0,11.7,206.0,5140.0,75.0,97.0,77.0,3.0,1200.0,163.0,31.0,22.0,15.0,118.0,12.0,32.0,29.0,98.0,26.0,55.0,0.0,146.0,101.0,21.0,11.0,9.0,4.0,0.0,20.0,15.0,2.0,1.0,2.0,0.0,0.0,15.0,12.0,3.0,8.0,4.0,6.0,28.0,6.0,0.0,7.0,6.0,0.0,1573.0,6.0,120.0,653.0,826.0,132.0,97.0,48.0,43.0,1021.0,6454.0,3610.0,91.0,41.0,48.0,43.0,1234.0,184.0,0.0,16.0,34.0,3.0,0.0,0.0,0.0,83.0,4.0,8.0
Marseille,cce181df,Geoffrey Kondogbia,CTA,31.0,"DF,MF",25,2020.0,0.0,0.0,0.5,0.2,0.0,0.0,1.0,0.0,20.0,105.0,8.0,1.0,13.4,0.0,0.06,1668.0,1803.0,26671.0,803.0,840.0,778.0,809.0,56.0,103.0,1.1,105.0,8282.0,5.0,120.0,13.0,2.0,1745.0,57.0,27.0,2.0,3.0,4.0,1.0,10.0,8.0,0.0,0.0,0.0,0.0,24.0,20.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,38.0,31.0,26.0,3.0,27.0,34.0,23.0,6.0,22.0,64.0,4.0,2013.0,155.0,672.0,1133.0,214.0,15.0,15.0,10.0,4.0,1301.0,5734.0,3107.0,33.0,0.0,13.0,13.0,1550.0,11.0,0.0,19.0,17.0,1.0,0.0,0.0,0.0,108.0,27.0,15.0
Nantes,779847d6,Nicolas Pallois,FRA,36.0,DF,26,2017.0,0.0,2.0,0.4,0.4,0.0,0.0,9.0,0.0,6.0,52.0,3.0,1.0,22.0,0.0,0.14,731.0,874.0,14898.0,233.0,262.0,392.0,424.0,98.0,169.0,0.4,52.0,5456.0,3.0,56.0,1.0,1.0,813.0,61.0,32.0,1.0,4.0,7.0,0.0,8.0,26.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,27.0,44.0,13.0,4.0,37.0,63.0,48.0,18.0,28.0,164.0,3.0,1192.0,191.0,653.0,502.0,45.0,2.0,7.0,3.0,4.0,570.0,2589.0,1201.0,3.0,1.0,8.0,3.0,626.0,5.0,0.0,22.0,11.0,0.0,0.0,1.0,1.0,96.0,20.0,16.0
Saint,37d39918,Dylan Batubinsika,COD,28.0,DF,25,2016.0,1.0,0.0,0.8,0.2,0.0,0.0,3.0,1.0,11.0,51.0,7.0,2.0,10.5,0.0,0.12,1112.0,1217.0,20308.0,400.0,417.0,628.0,667.0,72.0,113.0,0.4,51.0,6434.0,4.0,47.0,3.0,1.0,1179.0,34.0,28.0,1.0,0.0,1.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,19.0,6.0,1.0,13.0,22.0,23.0,14.0,39.0,140.0,3.0,1476.0,198.0,784.0,672.0,24.0,9.0,9.0,6.0,2.0,790.0,4214.0,2345.0,2.0,0.0,6.0,2.0,974.0,1.0,0.0,24.0,13.0,0.0,0.0,3.0,1.0,76.0,45.0,17.0
Paris S,b8aedf06,Lucas Beraldo,BRA,20.0,DF,25,2011.0,1.0,0.0,0.9,0.4,0.0,0.0,6.0,0.0,9.0,131.0,12.0,4.0,14.2,0.0,0.07,2013.0,2132.0,35552.0,761.0,790.0,1093.0,1132.0,130.0,160.0,0.9,131.0,12625.0,8.0,168.0,13.0,2.0,2072.0,55.0,29.0,1.0,9.0,3.0,5.0,6.0,25.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,38.0,31.0,30.0,8.0,0.0,23.0,37.0,16.0,8.0,21.0,63.0,3.0,2314.0,223.0,870.0,1372.0,78.0,15.0,1.0,1.0,0.0,1395.0,5489.0,3292.0,15.0,0.0,10.0,2.0,1847.0,0.0,0.0,22.0,9.0,1.0,0.0,1.0,0.0,115.0,45.0,21.0
Lyon,eb7822d7,Nemanja Matić,SRB,35.0,MF,29,2010.0,0.0,1.0,0.1,1.3,0.0,0.0,1.0,0.0,35.0,150.0,2.0,1.0,14.3,0.0,0.03,1230.0,1415.0,20931.0,576.0,636.0,525.0,570.0,99.0,141.0,2.0,150.0,6355.0,17.0,164.0,16.0,1.0,1356.0,54.0,43.0,4.0,12.0,9.0,5.0,18.0,3.0,0.0,0.0,0.0,0.0,49.0,48.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,42.0,29.0,15.0,21.0,6.0,23.0,41.0,21.0,9.0,18.0,31.0,1.0,1569.0,70.0,364.0,972.0,245.0,32.0,13.0,8.0,5.0,979.0,5114.0,2655.0,35.0,8.0,13.0,21.0,1165.0,15.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,125.0,15.0,13.0
Le Havre,481f76cf,Josué Casimir,FRA,22.0,"FW,MF",27,1997.0,4.0,4.0,3.3,3.4,0.0,0.0,5.0,0.0,71.0,41.0,27.0,9.0,15.7,0.0,0.12,410.0,597.0,6606.0,225.0,263.0,145.0,212.0,34.0,75.0,2.2,41.0,1453.0,26.0,22.0,13.0,7.0,543.0,53.0,6.0,2.0,3.0,85.0,1.0,25.0,33.0,5.0,2.0,0.0,0.0,60.0,36.0,2.0,6.0,5.0,9.0,2.0,8.0,3.0,0.0,1.0,1.0,3.0,0.0,37.0,26.0,15.0,15.0,7.0,9.0,18.0,19.0,0.0,7.0,35.0,1.0,814.0,23.0,161.0,301.0,370.0,76.0,48.0,22.0,20.0,465.0,3306.0,1680.0,33.0,28.0,47.0,30.0,526.0,151.0,0.0,28.0,46.0,8.0,3.0,0.0,0.0,83.0,9.0,23.0
Lyon,e3a5814e,Ainsley Maitland-Niles,ENG,26.0,DF,32,1985.0,1.0,4.0,2.9,3.4,0.0,0.0,1.0,0.0,33.0,102.0,22.0,7.0,16.0,0.0,0.13,1049.0,1234.0,16150.0,575.0,626.0,386.0,444.0,61.0,97.0,3.2,102.0,5054.0,27.0,66.0,30.0,7.0,1051.0,176.0,17.0,4.0,7.0,48.0,7.0,28.0,148.0,11.0,7.0,2.0,0.0,55.0,47.0,1.0,1.0,5.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,71.0,44.0,30.0,26.0,15.0,48.0,76.0,28.0,4.0,25.0,61.0,6.0,1509.0,67.0,433.0,666.0,419.0,68.0,40.0,17.0,21.0,750.0,3064.0,1530.0,22.0,10.0,28.0,20.0,916.0,110.0,0.0,16.0,10.0,3.0,0.0,0.0,0.0,89.0,15.0,14.0
Reims,b4705807,Aurélio Buta,POR,27.0,DF,27,1970.0,0.0,1.0,0.3,0.8,0.0,0.0,5.0,0.0,28.0,83.0,8.0,1.0,21.1,0.0,0.03,819.0,991.0,12195.0,449.0,504.0,309.0,370.0,36.0,64.0,1.4,83.0,4195.0,10.0,56.0,12.0,4.0,792.0,196.0,14.0,0.0,0.0,32.0,3.0,18.0,181.0,0.0,0.0,0.0,0.0,31.0,23.0,5.0,0.0,2.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,37.0,24.0,22.0,11.0,4.0,21.0,42.0,19.0,5.0,22.0,59.0,0.0,1195.0,69.0,348.0,559.0,299.0,14.0,22.0,9.0,11.0,546.0,2567.0,1237.0,21.0,4.0,28.0,7.0,672.0,64.0,0.0,32.0,27.0,3.0,0.0,1.0,0.0,69.0,12.0,15.0
Nice,fd2bc67d,Dante,BRA,40.0,DF,25,1964.0,0.0,0.0,0.5,0.2,0.0,0.0,5.0,1.0,18.0,96.0,9.0,2.0,11.9,0.0,0.05,1267.0,1432.0,21977.0,565.0,598.0,598.0,632.0,88.0,165.0,0.5,96.0,9017.0,4.0,90.0,8.0,0.0,1336.0,93.0,63.0,5.0,8.0,2.0,3.0,11.0,4.0,0.0,0.0,0.0,0.0,21.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,15.0,17.0,13.0,2.0,15.0,29.0,29.0,14.0,34.0,74.0,1.0,1651.0,171.0,795.0,785.0,81.0,19.0,15.0,6.0,7.0,949.0,4418.0,2469.0,10.0,1.0,16.0,5.0,1138.0,8.0,0.0,19.0,14.0,0.0,0.0,0.0,0.0,112.0,41.0,21.0
Angers,48b28bfd,Jean-Eudes Aholou,CIV,30.0,MF,26,1959.0,2.0,0.0,1.8,1.0,0.0,0.0,7.0,0.0,15.0,68.0,27.0,7.0,18.2,0.0,0.07,644.0,764.0,10183.0,320.0,361.0,287.0,322.0,21.0,47.0,0.7,68.0,2687.0,10.0,46.0,7.0,0.0,753.0,9.0,9.0,2.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,0.0,2.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,36.0,26.0,20.0,10.0,22.0,48.0,34.0,14.0,33.0,32.0,0.0,1032.0,45.0,259.0,615.0,167.0,34.0,28.0,12.0,12.0,495.0,2116.0,987.0,8.0,2.0,32.0,15.0,615.0,16.0,0.0,50.0,25.0,1.0,0.0,0.0,0.0,100.0,38.0,23.0
Auxerre,6de23ab0,Sinaly Diomande,CIV,23.0,DF,23,1945.0,3.0,2.0,1.1,0.6,0.0,0.0,6.0,0.0,8.0,72.0,9.0,4.0,15.0,0.0,0.13,813.0,961.0,15073.0,301.0,340.0,428.0,461.0,75.0,126.0,0.3,72.0,6116.0,4.0,52.0,1.0,0.0,909.0,47.0,42.0,0.0,14.0,1.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,21.0,19.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,39.0,19.0,20.0,18.0,1.0,28.0,40.0,37.0,18.0,30.0,100.0,2.0,1223.0,150.0,651.0,521.0,56.0,12.0,14.0,8.0,4.0,698.0,3204.0,1679.0,5.0,0.0,12.0,6.0,756.0,8.0,0.0,24.0,19.0,0.0,0.0,1.0,1.0,86.0,28.0,22.0
Nice,1ddbc7ca,Melvin Bard,FRA,23.0,"DF,MF",24,1938.0,2.0,1.0,2.2,1.9,0.0,0.0,4.0,2.0,53.0,88.0,23.0,8.0,17.9,0.0,0.1,903.0,1166.0,15233.0,451.0,487.0,371.0,468.0,66.0,150.0,2.5,88.0,5399.0,15.0,76.0,26.0,13.0,998.0,162.0,24.0,4.0,0.0,60.0,6.0,29.0,136.0,1.0,0.0,0.0,0.0,49.0,40.0,2.0,4.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,53.0,36.0,35.0,13.0,5.0,24.0,42.0,38.0,13.0,29.0,60.0,3.0,1436.0,88.0,470.0,684.0,302.0,36.0,49.0,22.0,26.0,778.0,4599.0,2686.0,36.0,10.0,28.0,15.0,858.0,95.0,1.0,17.0,22.0,2.0,0.0,0.0,0.0,124.0,24.0,20.0
Nice,65c55288,Youssouf Ndayishimiye,BDI,25.0,DF,23,1932.0,3.0,0.0,0.9,0.2,0.0,0.0,5.0,0.0,17.0,86.0,11.0,4.0,15.0,0.0,0.08,1177.0,1316.0,20069.0,526.0,557.0,584.0,612.0,56.0,120.0,0.4,86.0,6861.0,5.0,94.0,5.0,0.0,1237.0,74.0,52.0,2.0,5.0,2.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,21.0,25.0,14.0,1.0,16.0,27.0,35.0,19.0,21.0,117.0,4.0,1581.0,179.0,648.0,866.0,83.0,10.0,8.0,6.0,2.0,906.0,4350.0,2619.0,12.0,0.0,14.0,7.0,1040.0,9.0,0.0,19.0,13.0,0.0,1.0,0.0,0.0,114.0,37.0,28.0
Monaco,30af8b93,Caio Henrique Oliveira Silva,BRA,27.0,DF,27,1929.0,0.0,6.0,0.2,5.0,0.0,0.0,3.0,0.0,57.0,102.0,4.0,1.0,22.3,2.0,0.04,1025.0,1383.0,16220.0,569.0,633.0,359.0,476.0,77.0,205.0,5.9,102.0,5772.0,35.0,84.0,38.0,12.0,1113.0,267.0,56.0,6.0,3.0,126.0,3.0,37.0,175.0,36.0,16.0,15.0,0.0,64.0,42.0,17.0,2.0,0.0,3.0,0.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,37.0,26.0,16.0,19.0,2.0,23.0,44.0,26.0,8.0,22.0,59.0,0.0,1571.0,53.0,366.0,719.0,513.0,36.0,19.0,14.0,5.0,787.0,4052.0,2352.0,58.0,5.0,26.0,7.0,916.0,142.0,0.0,16.0,20.0,4.0,0.0,0.0,0.0,110.0,13.0,16.0
Lille,e162b013,Thomas Meunier,BEL,32.0,DF,30,1928.0,2.0,0.0,1.9,0.7,0.0,0.0,5.0,0.0,64.0,136.0,28.0,11.0,16.6,0.0,0.07,1188.0,1477.0,20433.0,527.0,592.0,543.0,656.0,95.0,168.0,2.4,136.0,6391.0,13.0,123.0,31.0,7.0,1298.0,179.0,12.0,2.0,8.0,62.0,0.0,23.0,165.0,2.0,0.0,0.0,0.0,37.0,32.0,0.0,1.0,3.0,1.0,0.0,7.0,4.0,0.0,1.0,2.0,0.0,0.0,53.0,38.0,32.0,15.0,6.0,33.0,49.0,21.0,8.0,34.0,64.0,0.0,1736.0,71.0,393.0,840.0,514.0,58.0,28.0,14.0,13.0,899.0,5120.0,2521.0,49.0,5.0,24.0,11.0,1122.0,148.0,0.0,27.0,3.0,3.0,0.0,1.0,0.0,88.0,33.0,19.0
Paris S,c0c7ff58,Fabián Ruiz Peña,ESP,28.0,MF,30,1923.0,4.0,5.0,4.3,4.7,0.0,0.0,1.0,0.0,47.0,205.0,43.0,12.0,18.7,0.0,0.1,1458.0,1627.0,23743.0,743.0,802.0,575.0,619.0,101.0,131.0,5.1,205.0,6285.0,36.0,155.0,36.0,3.0,1577.0,47.0,32.0,7.0,15.0,27.0,3.0,27.0,10.0,3.0,0.0,0.0,0.0,89.0,79.0,0.0,2.0,6.0,0.0,2.0,14.0,12.0,0.0,0.0,1.0,0.0,1.0,37.0,24.0,13.0,15.0,9.0,21.0,47.0,25.0,3.0,16.0,27.0,1.0,1807.0,47.0,254.0,1050.0,515.0,62.0,20.0,14.0,6.0,1037.0,5225.0,2737.0,42.0,8.0,24.0,16.0,1430.0,92.0,0.0,6.0,10.0,5.0,0.0,0.0,0.0,135.0,5.0,8.0
Le Havre,1d8aa290,Issa Soumaré,SEN,23.0,"FW,MF",29,1902.0,5.0,4.0,3.8,3.1,0.0,0.0,0.0,0.0,61.0,45.0,43.0,19.0,16.5,2.0,0.09,339.0,554.0,5031.0,186.0,259.0,108.0,172.0,23.0,55.0,1.9,45.0,1198.0,28.0,17.0,16.0,4.0,544.0,6.0,2.0,1.0,4.0,42.0,4.0,21.0,3.0,0.0,0.0,0.0,0.0,52.0,36.0,0.0,3.0,5.0,7.0,1.0,9.0,6.0,0.0,1.0,1.0,1.0,0.0,25.0,14.0,8.0,10.0,7.0,13.0,49.0,19.0,4.0,16.0,32.0,0.0,839.0,30.0,132.0,354.0,379.0,87.0,57.0,16.0,34.0,495.0,3210.0,1559.0,40.0,13.0,62.0,32.0,596.0,144.0,0.0,17.0,60.0,4.0,0.0,0.0,0.0,98.0,84.0,56.0
Lyon,f0661424,Nicolás Tagliafico,ARG,31.0,DF,24,1902.0,3.0,1.0,3.0,0.8,0.0,0.0,7.0,0.0,31.0,97.0,28.0,7.0,14.2,0.0,0.11,1159.0,1338.0,17462.0,643.0,703.0,443.0,498.0,50.0,87.0,1.4,97.0,5435.0,5.0,72.0,8.0,3.0,1179.0,155.0,23.0,0.0,1.0,37.0,4.0,24.0,132.0,0.0,0.0,0.0,0.0,28.0,24.0,0.0,0.0,2.0,2.0,0.0,6.0,3.0,0.0,0.0,1.0,2.0,0.0,57.0,37.0,24.0,22.0,11.0,29.0,48.0,25.0,7.0,36.0,55.0,0.0,1582.0,77.0,454.0,786.0,350.0,46.0,8.0,1.0,4.0,822.0,3159.0,1666.0,27.0,4.0,21.0,4.0,1024.0,81.0,0.0,41.0,27.0,1.0,2.0,0.0,0.0,102.0,25.0,26.0
Toulouse,c2a6033c,Zakaria Aboukhlal,MAR,24.0,"MF,FW",26,1901.0,7.0,2.0,10.2,1.6,1.0,2.0,4.0,0.0,34.0,22.0,62.0,26.0,14.6,0.0,0.14,221.0,349.0,2789.0,145.0,193.0,56.0,94.0,6.0,15.0,2.0,22.0,753.0,12.0,16.0,10.0,4.0,333.0,13.0,1.0,0.0,0.0,33.0,3.0,14.0,7.0,3.0,2.0,0.0,0.0,34.0,19.0,0.0,4.0,6.0,4.0,1.0,7.0,3.0,0.0,1.0,0.0,3.0,0.0,22.0,13.0,7.0,8.0,7.0,4.0,23.0,16.0,1.0,6.0,9.0,0.0,613.0,6.0,59.0,196.0,363.0,113.0,53.0,16.0,35.0,375.0,1923.0,880.0,24.0,19.0,64.0,26.0,450.0,164.0,0.0,35.0,25.0,13.0,2.0,0.0,0.0,61.0,22.0,38.0
Montpellier,7f783431,Enzo Tchato,CMR,21.0,DF,27,1899.0,0.0,0.0,0.1,1.5,0.0,0.0,3.0,0.0,44.0,62.0,4.0,2.0,24.7,0.0,0.03,757.0,1010.0,12674.0,338.0,398.0,341.0,428.0,57.0,116.0,1.2,62.0,4703.0,14.0,46.0,13.0,12.0,807.0,196.0,20.0,1.0,0.0,77.0,7.0,28.0,176.0,0.0,0.0,0.0,0.0,33.0,27.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,26.0,26.0,18.0,4.0,26.0,44.0,30.0,10.0,22.0,59.0,0.0,1204.0,79.0,346.0,577.0,295.0,14.0,14.0,6.0,7.0,532.0,3083.0,1735.0,34.0,3.0,16.0,5.0,670.0,95.0,0.0,21.0,16.0,2.0,0.0,0.0,0.0,60.0,19.0,12.0
Angers,d21e361a,Farid El Melali,ALG,27.0,FW,32,1893.0,2.0,3.0,3.6,3.1,0.0,0.0,1.0,0.0,62.0,43.0,46.0,14.0,21.9,7.0,0.08,372.0,532.0,5612.0,218.0,253.0,103.0,151.0,33.0,82.0,3.0,43.0,1779.0,25.0,18.0,14.0,2.0,453.0,79.0,17.0,0.0,0.0,87.0,0.0,21.0,6.0,55.0,28.0,18.0,1.0,67.0,29.0,19.0,6.0,4.0,7.0,2.0,11.0,3.0,2.0,1.0,0.0,3.0,2.0,28.0,16.0,15.0,6.0,7.0,13.0,35.0,19.0,1.0,16.0,12.0,1.0,842.0,11.0,142.0,287.0,441.0,70.0,119.0,52.0,63.0,472.0,3930.0,1752.0,39.0,31.0,64.0,40.0,517.0,113.0,0.0,21.0,46.0,8.0,3.0,0.0,0.0,100.0,6.0,21.0
